feature,importance,repeat,fold
categorical__slope_2.0,0.6637317268827715,4,0
categorical__slope_3.0,-0.08595208914372268,4,0
categorical__thal_3.0,-0.4424088131204131,4,0
categorical__thal_6.0,-0.5337414219816378,4,0
categorical__thal_7.0,0.9962163006848166,4,0
numeric__age,-0.03622467427880606,4,0
numeric__chol,0.15322240928227537,4,0
numeric__oldpeak,0.3965290781109244,4,0
numeric__thalach,-0.2929110559327828,4,0
numeric__trestbps,0.3315684198457701,4,0
categorical__ca_0.0,-0.6945956890256249,4,1
categorical__ca_1.0,0.2818037607615078,4,1
categorical__ca_2.0,0.2565236749101243,4,1
categorical__ca_3.0,0.14962093296096285,4,1
categorical__cp_1.0,-0.1690237447598692,4,1
categorical__cp_2.0,-0.09088961789735275,4,1
categorical__cp_3.0,-0.4209356439622415,4,1
categorical__cp_4.0,0.674201686226433,4,1
categorical__exang_0.0,-0.26003886490586553,4,1
categorical__exang_1.0,0.2533915445128356,4,1
categorical__fbs_0.0,0.05622545150882,4,1
categorical__fbs_1.0,-0.06287277190185141,4,1
categorical__restecg_0.0,-0.21881208266098298,4,1
categorical__restecg_1.0,-0.000507417117812607,4,1
categorical__restecg_2.0,0.2126721793857649,4,1
categorical__sex_0.0,-0.321152254039627,4,1
categorical__sex_1.0,0.3145049336465962,4,1
categorical__slope_1.0,-0.1849323982463582,4,1
categorical__slope_2.0,0.22889225905458463,4,1
categorical__slope_3.0,-0.05060718120125666,4,1
categorical__thal_3.0,-0.43734372693406437,4,1
categorical__thal_6.0,-0.021671696426936293,4,1
categorical__thal_7.0,0.45236810296797014,4,1
numeric__age,-0.02731998472683756,4,1
numeric__chol,0.05637451035583059,4,1
numeric__oldpeak,0.4443767901669006,4,1
numeric__thalach,-0.374936277119522,4,1
numeric__trestbps,0.2519298200175651,4,1
categorical__ca_0.0,-1.4772847062542338,4,2
categorical__ca_1.0,0.2376548052400406,4,2
categorical__ca_2.0,1.0256580480466628,4,2
categorical__ca_3.0,0.20478268943362746,4,2
categorical__cp_1.0,-0.553088264331044,4,2
categorical__cp_2.0,0.014853671559769126,4,2
categorical__cp_3.0,-0.47725919014959617,4,2
categorical__cp_4.0,1.0063046193869682,4,2
categorical__exang_0.0,-0.4604218514582811,4,2
categorical__exang_1.0,0.4512326879243713,4,2
categorical__fbs_0.0,0.14425386759310582,4,2
categorical__fbs_1.0,-0.15344303112701962,4,2
categorical__restecg_0.0,-0.1930718525206584,4,2
categorical__restecg_1.0,0.14356842203706424,4,2
categorical__restecg_2.0,0.04031426694969182,4,2
categorical__sex_0.0,-0.6788580788943082,4,2
categorical__sex_1.0,0.669668915360396,4,2
categorical__slope_1.0,-0.48899270813305007,4,2
categorical__slope_2.0,0.41919487189767013,4,2
categorical__slope_3.0,0.06060867270147746,4,2
categorical__thal_3.0,-0.35012505904574415,4,2
categorical__thal_6.0,-0.38613174482242224,4,2
categorical__thal_7.0,0.7270676403342612,4,2
numeric__age,-0.1469809945512756,4,2
numeric__chol,0.17178834732796278,4,2
numeric__oldpeak,0.36779374721774966,4,2
numeric__thalach,-0.43479723633858,4,2
numeric__trestbps,0.44453282578267994,4,2
categorical__ca_0.0,-0.6737215958808965,4,3
categorical__ca_1.0,0.2268033908516191,4,3
categorical__ca_2.0,0.3326884616300271,4,3
categorical__ca_3.0,0.1467083874904331,4,3
categorical__cp_1.0,-0.19061990067707138,4,3
categorical__cp_2.0,0.004533056209713619,4,3
categorical__cp_3.0,-0.3566077476015155,4,3
categorical__cp_4.0,0.5751732361600561,4,3
categorical__exang_0.0,-0.29574822955410507,4,3
categorical__exang_1.0,0.32822687364528713,4,3
categorical__fbs_0.0,0.06816039762853429,4,3
categorical__fbs_1.0,-0.03568175353735226,4,3
categorical__restecg_0.0,-0.18376155514703876,4,3
categorical__restecg_1.0,0.015058491854902012,4,3
categorical__restecg_2.0,0.2011817073833196,4,3
categorical__sex_0.0,-0.3255388652428661,4,3
categorical__sex_1.0,0.35801750933404897,4,3
categorical__slope_1.0,-0.16219658605874449,4,3
categorical__slope_2.0,0.2815351273555602,4,3
categorical__slope_3.0,-0.08685989720563335,4,3
categorical__thal_3.0,-0.445356148223341,4,3
categorical__thal_6.0,0.05594623038293652,4,3
categorical__thal_7.0,0.42188856193158714,4,3
numeric__age,-0.011084798963593477,4,3
numeric__chol,0.17300693281055904,4,3
numeric__oldpeak,0.48671635281611564,4,3
numeric__thalach,-0.34155585322555393,4,3
numeric__trestbps,0.10441773427457948,4,3
categorical__ca_0.0,-0.6839369035508602,4,4
categorical__ca_1.0,0.2641789962776318,4,4
categorical__ca_2.0,0.26015877732373616,4,4
categorical__ca_3.0,0.14484870750252107,4,4
categorical__cp_1.0,-0.1688733468495459,4,4
categorical__cp_2.0,-0.1955740002938552,4,4
categorical__cp_3.0,-0.3608401581850386,4,4
categorical__cp_4.0,0.7105370828814686,4,4
categorical__exang_0.0,-0.27758334174759075,4,4
categorical__exang_1.0,0.26283291930061914,4,4
categorical__fbs_0.0,0.049150487000212226,4,4
categorical__fbs_1.0,-0.06390090944718475,4,4
categorical__restecg_0.0,-0.0862891995765655,4,4
categorical__restecg_1.0,0.013603762876144333,4,4
categorical__restecg_2.0,0.05793501425345082,4,4
categorical__sex_0.0,-0.35368260313223004,4,4
categorical__sex_1.0,0.33893218068525843,4,4
categorical__slope_1.0,-0.3313189216369253,4,4
categorical__slope_2.0,0.27829635004196784,4,4
categorical__slope_3.0,0.03827214914798607,4,4
categorical__thal_3.0,-0.47552338970305513,4,4
categorical__thal_6.0,-0.02670335236896818,4,4
categorical__thal_7.0,0.48747631962505295,4,4
numeric__age,0.08202809126226744,4,4
numeric__chol,0.17909361495023063,4,4
numeric__oldpeak,0.3230759010316595,4,4
numeric__thalach,-0.33780002672607784,4,4
numeric__trestbps,0.16936973964539406,4,4
